ID	LONGITUDE	LATITUDE	STREET	SUBURB	RESTRICTIONS	RESTRICTED_DAYS_AND_TIMES
1397	153.0261051	-27.44229073	GREEN TERRACE	WINDSOR	Loading Zone Passengers 2 Min. Max	 SATURDAY  -  
1398	153.0235089	-27.46249834	BERRY STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	
1399	153.0135977	-27.49522345	CAMPBELL ROAD	ST LUCIA	Loading Zone	 MON-FRI 7 00AM -  6 00PM
1400	153.0268717	-27.46583951	ANN STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	 7am -  7pm MON-FRI
1401	152.9793496	-27.44247688	GREVILLEA ROAD	ASHGROVE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1402	153.0496682	-27.41487019	JUNCTION ROAD	CLAYFIELD	Loading Zone	 8am -  5pm MON-FRI
1403	153.0302339	-27.46663153	EAGLE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm MON-FRI
1404	153.0301246	-27.47036544	FELIX STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1405	153.0287304	-27.46543877	ADELAIDE STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1406	153.0343099	-27.50980008	WALDHEIM STREET	ANNERLEY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1407	153.0602282	-27.40284623	CHAPEL STREET	NUNDAH	Loading Zone	 8am -  5 30pm MON-FRI
1408	153.0052154	-27.47634097	RIVERSIDE DRIVE	WEST END	Loading Zone Passengers 2 Min. Max	
1409	153.0079399	-27.47695296	MONTAGUE ROAD	WEST END	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1410	153.0318171	-27.4624493	DIDDAMS LANE	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 ALL OTHER TIMES  -  
1411	153.0339785	-27.46230585	BOUNDARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1412	153.0680227	-27.34693801	ABERDEEN PARADE	BOONDALL	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1413	153.0859324	-27.46120108	KRUPP ROAD	CANNON HILL	Loading Zone Passengers 2 Min. Max	 8am -  9am  3pm -  4pm SCHOOLDAYS
1414	152.9945079	-27.55542854	DUNN ROAD	ROCKLEA	Loading Zone	
1415	153.0514548	-27.57572266	EDDINGTON STREET	SUNNYBANK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1416	153.0296995	-27.46820822	CREEK STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
1417	153.0479305	-27.44034573	HUNT STREET	HAMILTON	Loading Zone	 7am -  7pm MON-FRI 7am -  12noon SAT
1418	153.061889	-27.40467878	UNION STREET	NUNDAH	Loading Zone Passengers 2 Min. Max	
1419	152.9827752	-27.53248296	SHERWOOD ROAD	SHERWOOD	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1420	153.0704121	-27.46806802	THYNNE ROAD	MORNINGSIDE	Loading Zone	 8am -  4pm MON-FRI
1421	153.0352092	-27.44999266	GREGORY TERRACE	BOWEN HILLS	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1422	153.0139824	-27.47413168	PEEL STREET	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1423	153.1593682	-27.4640285	WONDALL HEIGHTS STATE SCHOOL ACCESS	MANLY WEST	Loading Zone Passengers 2 Min. Max	 8am -  9am  SCHOOLDAYS 2 30PM -  3 30PM
1424	153.0454964	-27.44594528	NEWSTEAD TERRACE	NEWSTEAD	Loading Zone	 8am -  5 30pm MON-FRI
1425	153.0456249	-27.4465857	NEWSTEAD TERRACE	NEWSTEAD	Loading Zone	 8am -  5 30pm MON-FRI
1426	153.01771	-27.38389899	HAMILTON ROAD	CHERMSIDE WEST	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1427	153.0428981	-27.45101552	LONGLAND STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1428	152.9967308	-27.39525427	FLOCKTON STREET	EVERTON PARK	Loading Zone Passengers 2 Min. Max	
1429	153.0294823	-27.4702893	MARY STREET	BRISBANE CITY	Loading Zone	 9am -  4pm MON-FRI
1430	153.0745678	-27.42120204	SCHOOL STREET	HENDRA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1431	153.0005891	-27.45061926	WATERWORKS ROAD	RED HILL	Loading Zone Passengers 2 Min. Max	 8 -  10am  2pm -  4pm SCHOOLDAYS
1432	153.02849	-27.4849418	STANLEY STREET	SOUTH BRISBANE	Loading Zone	
1433	153.0665312	-27.42191455	BOWMAN STREET	HENDRA	Loading Zone Passengers 2 Min. Max	
1434	153.0412704	-27.49426806	LOGAN ROAD	WOOLLOONGABBA	Loading Zone	 8am -  5 30pm MON-FRI
1435	153.0374579	-27.45196461	PROSPECT STREET	FORTITUDE VALLEY	Loading Zone	
1436	153.0046091	-27.4610878	GREAT GEORGE STREET	PADDINGTON	Loading Zone	 8am -  5 30pm DAILY
1437	153.0535329	-27.46778091	LAMINGTON STREET	NEW FARM	Loading Zone Passengers 2 Min. Max	
1438	153.0350754	-27.48764589	GIBBON STREET	WOOLLOONGABBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1439	153.0197171	-27.47960167	MERIVALE STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
1440	153.0606772	-27.50764379	LADE STREET	COORPAROO	Loading Zone	
1441	153.0228949	-27.48035627	GREY STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm DAILY
1442	153.0276536	-27.47319165	MARGARET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  3pm MON-FRI
1443	152.9944153	-27.41658939	LAUREL STREET	ENOGGERA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1444	153.0382958	-27.46050831	PHIL LANE	FORTITUDE VALLEY	Loading Zone	 6am -  6pm MON-FRI 6am -  12noon SAT
1445	153.0101934	-27.51368088	ROME STREET NORTH	YERONGA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1446	152.9902272	-27.41686778	HURDCOTTE STREET	ENOGGERA	Loading Zone Passengers 2 Min. Max	  7 00AM -  9 00AM SCHOOLDAYS 2 00PM -  4 00PM
1447	153.0195957	-27.51876509	PARK ROAD	YERONGA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1448	153.0131598	-27.448785	LESTRANGE TERRACE	KELVIN GROVE	Loading Zone Passengers 2 Min. Max	 SCHOOLDAYS 7 30AM -  5 30PM
1449	153.047366	-27.4522811	HELEN STREET	TENERIFFE	Loading Zone	
1450	153.0422544	-27.49712132	COWLEY STREET	WOOLLOONGABBA	Loading Zone	 7am -  6pm MON-FRI
1451	153.0133266	-27.49597877	UNIVERSITY DRIVE	ST LUCIA	Loading Zone	  -   AT ALL TIMES
1452	153.0102579	-27.51337762	ROME STREET NORTH	YERONGA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1453	152.9840555	-27.46637057	BOUNDARY ROAD	BARDON	Loading Zone	 7am -  6pm MON-FRI 7am -  12noon SAT
1454	153.0237694	-27.46690081	TURBOT STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
1455	152.9818004	-27.49238461	MORROW STREET	TARINGA	Loading Zone	
1456	153.0385251	-27.45893269	ROBERTSON STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1457	153.0413763	-27.43446833	TAYLOR STREET	BOWEN HILLS	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1458	153.059731	-27.45135857	OXFORD STREET	BULIMBA	Loading Zone Passengers 2 Min. Max	
1459	152.9171915	-27.55934126	MACFARLANE STREET	MIDDLE PARK	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 -  3 30 SCHOOLDAYS
1460	153.0610192	-27.51883412	LOGAN ROAD	HOLLAND PARK WEST	Loading Zone	
1461	153.0490963	-27.45211334	COMMERCIAL ROAD	TENERIFFE	Loading Zone Passengers 2 Min. Max	
1462	153.1028109	-27.50507164	CARINDALE STREET	CARINDALE	Loading Zone Passengers 2 Min. Max	
1463	153.0277773	-27.47310256	MARGARET STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  3pm MON-FRI
1464	153.0698079	-27.47116418	WAMINDA STREET	MORNINGSIDE	Loading Zone Passengers 2 Min. Max	
1465	153.0258105	-27.4624202	LEICHHARDT STREET	SPRING HILL	Loading Zone Passengers 2 Min. Max	 9am -  4pm MON-FRI 8am -  12noon SAT
1466	153.0148139	-27.47267413	MERIVALE STREET	SOUTH BRISBANE	Loading Zone	  -   ALL OTHER TIMES
1467	153.0431124	-27.30858907	BARFOOT STREET	BRACKEN RIDGE	Loading Zone Passengers 2 Min. Max	  7 30AM -  9 30AM SCHOOL DAYS 2 30PM -  3 30PM
1468	152.9980852	-27.41909817	SOUTH PINE ROAD	ENOGGERA	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1469	153.0467312	-27.45294106	HELEN STREET	TENERIFFE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1470	153.0067833	-27.32003046	ANA STREET	BALD HILLS	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1471	153.031893	-27.43529545	LE GEYT STREET	WINDSOR	Loading Zone	 7am -  6pm MON-FRI SAT 7 00AM -  12 00PM
1472	152.9918936	-27.48548583	SHERWOOD ROAD	TOOWONG	Loading Zone	 MON-FRI 6 00AM -  6 00PM SAT 6 00AM -  12 00PM
1473	153.0800203	-27.55671952	LOGAN ROAD	UPPER MOUNT GRAVATT	Loading Zone	
1474	153.0278806	-27.46748969	QUEEN STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	  -   ALL OTHER TIMES
1475	153.0424922	-27.46424206	BRUNSWICK STREET	NEW FARM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 6 -  10pm MON-FRI
1476	153.0295418	-27.46639071	QUEEN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5pm -  7pm MON-FRI
1477	153.049949	-27.41761292	ROSEBY AVENUE	CLAYFIELD	Loading Zone Passengers 2 Min. Max	_DayOfWeek nullrn 1 7 AM -  9 AM nullt24 07-09t48 14-18dow null SCHOOL DAYS 2 00PM -  4 00PM
1478	152.9672598	-27.49886516	TARINGA PARADE	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1479	153.007017	-27.43014904	ALDERSON STREET	ALDERLEY	Loading Zone	
1480	152.9881456	-27.44488632	ELIMATTA DRIVE	ASHGROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1481	153.0162211	-27.47450892	MERIVALE STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	 9am -  4pm MON-FRI
1482	153.0549494	-27.51129692	SUSAN STREET	GREENSLOPES	Loading Zone Passengers 2 Min. Max	
1483	153.0112048	-27.49949991	UPLAND ROAD	ST LUCIA	Loading Zone Passengers 2 Min. Max	 9am -  4pm MON-FRI 9am -  12NOON SAT
1484	153.0997638	-27.43119775	LAVARACK AVENUE	EAGLE FARM	Loading Zone	
1485	153.0419289	-27.45126962	STRATTON STREET	NEWSTEAD	Loading Zone	
1486	153.0799904	-27.43308454	WOONAH AVENUE	EAGLE FARM	Loading Zone	 8am -  5 30pm MON-FRI
1487	152.9910001	-27.48547603	SHERWOOD ROAD	TOOWONG	Loading Zone	 10am -  3pm 
1488	152.9651696	-27.50039115	RUSSELL TERRACE	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1489	153.033179	-27.45234409	MACHINERY STREET	BOWEN HILLS	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT-SUN
1490	153.0080338	-27.46701801	GRANZELLA STREET	MILTON	Loading Zone	
1491	152.9894482	-27.47836892	MILTON ROAD	TOOWONG	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1492	153.0666016	-27.42149089	BOWMAN STREET	HENDRA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1493	153.0298533	-27.46534274	WHARF STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  4pm MON-FRI
1494	153.0712095	-27.51610529	HOLLAND ROAD	HOLLAND PARK	Loading Zone Passengers 2 Min. Max	 7am -  6pm SCHOOLDAYS
1495	152.9308263	-27.40423868	ARCHDALE ROAD	FERNY GROVE	Loading Zone Passengers 2 Min. Max	 8am -  9am SCHOOLDAYS
1496	153.0316353	-27.45358699	WATER STREET	FORTITUDE VALLEY	Loading Zone	
1497	153.0296821	-27.4824941	LOWER RIVER TERRACE	SOUTH BRISBANE	Loading Zone	 8am -  5 30pm MON-FRI
1498	153.0198723	-27.51791814	PARK ROAD	YERONGA	Loading Zone Passengers 2 Min. Max	 6 -  10pm MON-FRI
1499	153.0069637	-27.48225549	HARDGRAVE ROAD	WEST END	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1500	153.044514	-27.43505261	IMMARNA STREET	ALBION	Loading Zone	
1501	153.0292523	-27.45463735	WATER STREET	FORTITUDE VALLEY	Loading Zone	 9am -  4pm MON-FRI
1502	153.0174218	-27.38396879	HAMILTON ROAD	CHERMSIDE WEST	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1503	152.959352	-27.62531644	GRAND AVENUE	FOREST LAKE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1504	153.0257888	-27.46357047	ASTOR TERRACE	SPRING HILL	Loading Zone Passengers 2 Min. Max	 6am -  6pm MON-FRI 6am -  12noon SAT
1505	153.042605	-27.47420541	SYDNEY STREET	NEW FARM	Loading Zone Passengers 2 Min. Max	
1506	152.9983083	-27.45882664	WARMINGTON STREET	PADDINGTON	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1507	152.9681498	-27.50085612	WOODVILLE STREET	INDOOROOPILLY	Loading Zone	 8am -  5 30pm MON-FRI
1508	153.021295	-27.46883679	TURBOT STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 ALL OTHER TIMES  -  
1509	153.0572836	-27.56343359	FARINGDON STREET	ROBERTSON	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1510	153.0134298	-27.49629611	UNIVERSITY DRIVE	ST LUCIA	Loading Zone	 MON-FRI 7 00AM -  6 00PM
1511	153.0574333	-27.40182899	BOYD ROAD	NUNDAH	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1512	152.9730643	-27.55273493	ARDOYNE ROAD	OXLEY	Loading Zone Passengers 2 Min. Max	 MON-FRI 7 00AM -  6 00PM SAT 7 00AM -  12 00PM
1513	152.9432541	-27.51913151	KERSLEY ROAD	KENMORE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1514	153.0138302	-27.49538061	CAMPBELL ROAD	ST LUCIA	Loading Zone	 MON-FRI 7 00AM -  6 00PM
1515	153.0587075	-27.32525836	BOARD STREET	DEAGON	Loading Zone	
1516	153.0187397	-27.46685405	MAKERSTON STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1517	153.0283636	-27.46851601	ELIZABETH STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  4pm MON-FRI
1518	153.028717	-27.34792935	CARSELDINE STATION ACCESS	CARSELDINE	Loading Zone Passengers 2 Min. Max	
1519	152.9803827	-27.49228529	MOGGILL ROAD	TARINGA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1520	153.0614092	-27.35673874	NORTHUMBRIA ROAD	BOONDALL	Loading Zone Passengers 2 Min. Max	
1521	153.0517204	-27.49476917	EIGHTH AVENUE	COORPAROO	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1522	153.0407494	-27.45422707	CHESTER STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1523	153.0424234	-27.46484414	BARKER STREET	NEW FARM	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1524	153.027914	-27.48760587	CLARENCE STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	 7am -  6pm MON-FRI 7am -  12noon SAT
1525	153.0871535	-27.4445005	PARKSIDE CIRCUIT	HAMILTON	Loading Zone	
1526	153.0443164	-27.43559654	GREG CHAPPELL STREET	ALBION	Loading Zone	
1527	153.0150665	-27.45147671	VICTORIA PARK ROAD	KELVIN GROVE	Loading Zone	 12noon -  4pm MON-FRI
1528	153.0665957	-27.31658148	BRIGHTON ROAD	SANDGATE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1529	153.0574474	-27.49507358	HARRIES ROAD	COORPAROO	Loading Zone	
1530	153.0063977	-27.31997704	ANA STREET	BALD HILLS	Loading Zone Passengers 2 Min. Max	 7am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1531	153.0411517	-27.48054039	WELLINGTON ROAD	EAST BRISBANE	Loading Zone	 6am -  4pm MON-FRI 6am -  12noon SAT
1532	153.0280704	-27.4622375	BOWEN STREET	SPRING HILL	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1533	152.981926	-27.4925218	HARRYS ROAD	TARINGA	Loading Zone Passengers 2 Min. Max	
1534	153.1777995	-27.45818433	MANLY ROAD	MANLY	Loading Zone Passengers 2 Min. Max	
1535	153.0442023	-27.4471901	EVELYN STREET	NEWSTEAD	Loading Zone	
1536	153.0866667	-27.49459641	WONERSH STREET	CARINA	Loading Zone Passengers 2 Min. Max	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1537	153.043346	-27.4493297	REDDACLIFF STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  4pm MON-FRI 7am -  12noon SAT
1538	153.1753103	-27.44708679	PINE STREET	WYNNUM	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1539	153.0135937	-27.51125406	HYDE ROAD	YERONGA	Loading Zone	 MON-FRI 8 00AM -  5 30PM
1540	152.9886532	-27.44416881	ALOOMBA ROAD	ASHGROVE	Loading Zone	 8am -  3pm MON-FRI
1541	153.0307367	-27.46529289	QUEEN STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI 5am -  11am SAT
1542	153.0494007	-27.45454678	VERNON TERRACE	TENERIFFE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  7pm 
1543	153.0371714	-27.45377349	CHURCH STREET	FORTITUDE VALLEY	Loading Zone	
1544	153.0650187	-27.32052942	LUNN STREET	SANDGATE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1545	153.0058663	-27.48034028	VULTURE STREET	WEST END	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1546	153.0250922	-27.46853803	BRISBANE ARCADE	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 ALL OTHER TIMES  -  
1547	153.0467578	-27.36863128	RAILWAY PARADE	GEEBUNG	Loading Zone Passengers 2 Min. Max	
1548	152.9838286	-27.50717601	HARTS ROAD	INDOOROOPILLY	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1549	152.9994453	-27.46784871	HAIG ROAD	MILTON	Loading Zone Passengers 2 Min. Max	
1550	153.0847265	-27.47055236	CAMELIA STREET	CANNON HILL	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1551	153.0287078	-27.47004328	EDWARD STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5am -  4pm MON-FRI
1552	153.0428586	-27.44576711	AUSTIN STREET	NEWSTEAD	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT
1553	153.0390423	-27.47660741	SHAFSTON AVENUE	KANGAROO POINT	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1554	153.026305	-27.47290904	MARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 5pm -  7pm MON-FRI
1555	153.0110633	-27.47434634	MONTAGUE ROAD	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1556	152.9747746	-27.60139441	WIRRAWAY PARADE	INALA	Loading Zone Passengers 2 Min. Max	
1557	153.0614407	-27.58808306	BEENLEIGH ROAD	SUNNYBANK	Loading Zone Passengers 2 Min. Max	
1558	152.9914309	-27.3944041	FLOCKTON STREET	EVERTON PARK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1559	153.0437597	-27.45153947	DOGGETT STREET	NEWSTEAD	Loading Zone	
1560	153.0198907	-27.51781951	PARK ROAD	YERONGA	Loading Zone Passengers 2 Min. Max	 6 -  10pm MON-FRI
1561	153.0440982	-27.43747359	GARTRELL STREET	ALBION	Loading Zone	 7am -  5pm MON-FRI
1562	153.0596156	-27.40197046	BOYD STREET	NUNDAH	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1563	153.0043554	-27.4700671	PARK ROAD	MILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 9am -  7pm MON-FRI
1564	152.9928644	-27.47652621	PARK AVENUE	AUCHENFLOWER	Loading Zone	 8am -  5 30pm MON-FRI
1565	153.0153394	-27.47705401	MANNING STREET	SOUTH BRISBANE	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  4pm 
1566	153.0312337	-27.46037134	WARREN STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1567	153.0343646	-27.46236288	BOUNDARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	  -   ALL OTHER TIMES
1568	153.0323535	-27.54155926	TARRAGINDI ROAD	SALISBURY	Loading Zone	 7am -  5pm 
1569	153.046579	-27.45290331	HELEN STREET	TENERIFFE	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1570	153.0239711	-27.53565538	SHERLEY STREET	MOOROOKA	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1571	153.0160663	-27.58023443	NYNGAM STREET	ACACIA RIDGE	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm SCHOOLDAYS
1572	153.0322856	-27.46206489	BOUNDARY STREET	BRISBANE CITY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 MON-FRI 5 00AM -  7 00PM
1573	153.0358295	-27.4588942	MCLACHLAN STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1574	153.0246926	-27.58807877	CHARDEAN STREET	ACACIA RIDGE	Loading Zone Passengers 2 Min. Max	
1575	153.1754398	-27.44698694	PINE STREET	WYNNUM	Loading Zone Passengers 2 Min. Max	 8am -  9am  2 30pm -  3 30pm SCHOOLDAYS
1576	153.02936	-27.50014674	CORNWALL STREET	WOOLLOONGABBA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1577	152.998336	-27.45867062	WARMINGTON STREET	PADDINGTON	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1578	152.980419	-27.49218478	MOGGILL ROAD	TARINGA	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1579	153.0230054	-27.44528639	BRAMSTON TERRACE	HERSTON	Loading Zone	
1580	153.0431001	-27.47413661	OXLADE DRIVE	NEW FARM	Loading Zone Passengers 2 Min. Max	
1581	153.0289524	-27.46804844	ELIZABETH STREET	BRISBANE CITY	Loading Zone Passengers 2 Min. Max	 9am -  4pm MON-SAT
1582	153.005867	-27.46160179	GIVEN TERRACE	PADDINGTON	Loading Zone	 9am -  10pm DAILY
1583	153.0394398	-27.45490517	WANDOO STREET	FORTITUDE VALLEY	Loading Zone	 8am -  5 30pm MON-FRI 8am -  12noon SAT
1584	153.0295577	-27.51760141	IPSWICH ROAD	ANNERLEY	Loading Zone	  -   ALL OTHER TIMES
1585	153.044143	-27.44367805	HALFORD STREET	NEWSTEAD	Loading Zone	 8am -  5 30pm MON-FRI
1586	153.0549877	-27.5754394	STATION ROAD	SUNNYBANK	Loading Zone Passengers 2 Min. Max	 7am -  9am  2pm -  4pm MON-FRI
1587	153.0253576	-27.4607687	ROSA STREET	SPRING HILL	Loading Zone	 8am -  5 30pm MON-FRI
1588	153.0335049	-27.45543779	ALFRED STREET	FORTITUDE VALLEY	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	 7am -  6pm MON-FRI 7am -  12noon SAT
1589	153.0678368	-27.43952291	HERCULES STREET	HAMILTON	"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"	
1590	153.0486033	-27.49872733	OLD CLEVELAND ROAD	STONES CORNER	Loading Zone	
1591	153.0226105	-27.48199888	COLCHESTER STREET	SOUTH BRISBANE	Loading Zone Passengers 2 Min. Max	
1592	153.0270332	-27.43702722	COX ROAD	WINDSOR	Loading Zone	 8am -  5 30pm MON-FRI
1593	153.020238	-27.45890411	BRISBANE GIRLS GRAMMAR SCHOOL ACCESS	SPRING HILL	Loading Zone Passengers 2 Min. Max	
1594	152.9762235	-27.52034954	VERNEY ROAD EAST	GRACEVILLE	Loading Zone	 8am -  5 30pm MON-FRI
